TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Profit_per_passenger,Profit
48838,2023-06-01,Rajiv Chowk,Netaji Subhash Place,18.14,138.25,29.1,27.0,Tourist Card,maintenance,109.15,2947.05
98162,2024-11-10,Kalkaji Mandir,Rajiv Chowk,2.63,149.45,34.83,18.0,Tourist Card,festival,114.61999999999999,2063.16
118819,2023-08-12,Mandi House,Janakpuri West,1.87,69.04,80.23,15.0,Tourist Card,weekend,-11.189999999999998,-167.84999999999997
4879,2023-02-01,Central Secretariat,Mandi House,1.68,27.26,113.37,12.0,Tourist Card,,-86.11,-1033.32
105105,2024-06-15,Model Town,Janakpuri West,0.59,99.2,57.06,25.0,Tourist Card,off-peak,42.14,1053.5
136069,2023-07-02,Noida City Centre,Janakpuri West,6.87,196.4,77.59,9.0,Tourist Card,,118.81,1069.29
97012,2024-06-22,Kashmere Gate,Laxmi Nagar,4.26,134.74,96.19,23.0,Tourist Card,weekend,38.55000000000001,886.6500000000003
43824,2022-03-30,Aiims,New Delhi,4.76,78.24,23.9,22.0,Single,,54.339999999999996,1195.48
91959,2023-11-17,Model Town,Mandi House,2.44,153.57,81.96,19.0,Single,,71.61,1360.59
131783,2023-05-04,Kalkaji Mandir,Kashmere Gate,2.08,34.21,8.22,21.0,Smart Card,off-peak,25.990000000000002,545.7900000000001
127083,2023-03-02,Rajiv Chowk,Shivaji Park,8.14,100.59,76.54,19.0,Smart Card,off-peak,24.049999999999997,456.94999999999993
40207,2022-06-13,Rajouri Garden,Jasola Vihar,11.46,178.71,55.61,15.0,Single,maintenance,123.10000000000001,1846.5000000000002
22620,2022-10-19,Inderlok,Hauz Khas,8.52,114.21,10.14,20.0,Smart Card,weekend,104.07,2081.3999999999996
121046,2024-10-28,Rajiv Chowk,Mandi House,0.74,120.81,23.29,21.0,Tourist Card,,97.52000000000001,2047.9200000000003
114676,2023-08-28,Mandi House,Shivaji Park,7.76,179.39,47.53,22.0,Tourist Card,festival,131.85999999999999,2900.9199999999996
50069,2023-03-13,Jasola Vihar,Old Delhi,2.49,174.43,97.98,16.0,Tourist Card,off-peak,76.45,1223.2
120940,2024-08-19,Noida City Centre,Hauz Khas,18.36,110.38,30.15,17.0,Smart Card,off-peak,80.22999999999999,1363.9099999999999
116662,2024-07-02,Noida City Centre,Mandi House,2.42,107.93,41.57,20.0,Tourist Card,festival,66.36000000000001,1327.2000000000003
141702,2024-03-28,Noida City Centre,AIIMS,2.41,61.98,99.4,18.0,Tourist Card,,-37.42000000000001,-673.5600000000002
91980,2022-01-16,New Delhi,Model Town,0.6,116.45,65.35,26.0,Single,,51.10000000000001,1328.6000000000001
112845,2023-08-21,Central Secretariat,Laxmi Nagar,2.33,155.74,79.16,23.0,Tourist Card,festival,76.58000000000001,1761.3400000000004
75103,2022-06-13,Model Town,AIIMS,3.69,58.54,84.22,25.0,Tourist Card,festival,-25.68,-642.0
72218,2022-11-14,Aiims,Netaji Subhash Place,1.07,58.54,43.73,19.0,Single,maintenance,14.810000000000002,281.39000000000004
103668,2022-07-22,Noida City Centre,Laxmi Nagar,1.44,132.93,70.4,26.0,Tourist Card,off-peak,62.53,1625.78
130711,2023-03-11,New Delhi,Laxmi Nagar,1.52,60.21,90.1,20.0,Tourist Card,,-29.889999999999993,-597.7999999999998
65094,2024-03-31,Aiims,Janakpuri West,3.42,19.46,24.13,21.0,Single,,-4.669999999999998,-98.06999999999996
64068,2024-11-12,Janakpuri West,Central Secretariat,5.08,107.23,38.56,26.0,Smart Card,maintenance,68.67,1785.42
123515,2022-07-13,Rajiv Chowk,New Delhi,3.65,165.46,59.89,21.0,Smart Card,peak,105.57000000000001,2216.9700000000003
116222,2024-08-11,Rajiv Chowk,Kirti Nagar,2.89,115.58,8.26,20.0,Tourist Card,weekend,107.32,2146.3999999999996
100595,2023-11-16,Inderlok,Kashmere Gate,15.32,155.04,53.8,20.0,Tourist Card,,101.24,2024.8
96163,2023-12-22,Rajiv Chowk,Janakpuri West,0.61,35.53,43.1,13.0,Smart Card,maintenance,-7.57,-98.41
51514,2022-12-01,Inderlok,Rajiv Chowk,1.72,136.78,69.74,19.0,Smart Card,festival,67.04,1273.7600000000002
136066,2023-04-08,Aiims,Pragati Maidan,9.69,114.05,42.43,15.0,Single,weekend,71.62,1074.3000000000002
70330,2022-10-25,Noida City Centre,Kashmere Gate,0.65,112.39,59.14,27.0,Tourist Card,weekend,53.25,1437.75
80236,2024-03-31,Rajiv Chowk,Pragati Maidan,0.57,184.21,63.09,18.0,Smart Card,weekend,121.12,2180.16
60891,2022-06-30,Rajiv Chowk,AIIMS,15.58,131.32,98.52,27.0,Smart Card,weekend,32.8,885.5999999999999
50189,2023-01-21,Noida City Centre,Kalkaji Mandir,0.95,197.32,113.63,24.0,Tourist Card,weekend,83.69,2008.56
18350,2022-10-19,Hauz Khas,Kirti Nagar,7.4,22.05,84.97,20.0,Tourist Card,weekend,-62.92,-1258.4
75232,2024-11-15,Inderlok,Laxmi Nagar,1.13,133.3,67.12,29.0,Smart Card,festival,66.18,1919.2200000000003
92384,2024-01-18,Chandni Chowk,Rajouri Garden,4.73,122.86,15.26,31.0,Single,maintenance,107.6,3335.6
142622,2022-02-25,Rajiv Chowk,Mandi House,2.16,177.34,30.33,17.0,Smart Card,weekend,147.01,2499.17
58080,2024-06-27,Mandi House,Netaji Subhash Place,10.8,162.8,83.37,26.0,Tourist Card,peak,79.43,2065.1800000000003
379,2024-06-10,Kashmere Gate,Hauz Khas,3.32,156.73,100.23,21.0,Tourist Card,festival,56.499999999999986,1186.4999999999998
42028,2022-05-23,Kashmere Gate,Central Secretariat,2.76,14.62,57.53,24.0,Tourist Card,maintenance,-42.910000000000004,-1029.8400000000001
97216,2023-12-19,Model Town,Kashmere Gate,5.71,141.74,92.61,17.0,Tourist Card,off-peak,49.13000000000001,835.2100000000002
105730,2023-08-05,Central Secretariat,New Delhi,5.9,135.6,9.17,17.0,Smart Card,weekend,126.42999999999999,2149.31
77483,2023-09-22,Mandi House,Rajouri Garden,3.61,90.34,20.17,18.0,Tourist Card,festival,70.17,1263.06
9460,2023-01-10,Jasola Vihar,Noida City Centre,0.52,23.1,76.05,26.0,Tourist Card,peak,-52.949999999999996,-1376.6999999999998
1967,2022-07-22,Rajiv Chowk,Kashmere Gate,8.57,20.92,75.65,15.0,Smart Card,maintenance,-54.730000000000004,-820.95
135292,2023-01-14,Model Town,Kalkaji Mandir,8.39,66.57,91.89,21.0,Tourist Card,maintenance,-25.320000000000007,-531.7200000000001
102721,2023-09-12,Rajiv Chowk,Rajouri Garden,1.14,63.87,80.86,21.0,Single,off-peak,-16.990000000000002,-356.79
74833,2023-01-10,Rajiv Chowk,Chandni Chowk,3.7,183.45,19.87,21.0,Single,,163.57999999999998,3435.18
126478,2022-11-28,New Delhi,Pragati Maidan,1.03,118.65,114.07,17.0,Smart Card,,4.5800000000000125,77.86000000000021
65363,2023-01-14,Mandi House,AIIMS,2.18,110.75,27.18,21.0,Single,weekend,83.57,1754.9699999999998
31600,2024-02-16,Jasola Vihar,Barakhamba Road,9.62,70.49,79.55,18.0,Single,,-9.060000000000002,-163.08000000000004
88376,2024-02-04,Central Secretariat,Kashmere Gate,5.42,159.5,40.5,27.0,Tourist Card,weekend,119.0,3213.0
51910,2023-06-29,Rajiv Chowk,Chandni Chowk,6.04,83.24,29.15,16.0,Smart Card,off-peak,54.089999999999996,865.4399999999999
89821,2024-07-06,Kashmere Gate,Pragati Maidan,1.16,128.72,11.15,19.0,Tourist Card,,117.57,2233.83
24012,2024-06-15,Dilshad Garden,Barakhamba Road,11.6,32.7,97.34,20.0,Single,maintenance,-64.64,-1292.8
75577,2024-01-31,Noida City Centre,Kashmere Gate,14.99,102.65,60.77,18.0,Tourist Card,,41.88,753.84
99095,2023-08-08,Noida City Centre,Rajouri Garden,1.21,43.25,97.9,26.0,Single,weekend,-54.650000000000006,-1420.9
104668,2024-07-26,Laxmi Nagar,Pragati Maidan,5.98,59.6,113.12,19.0,Tourist Card,peak,-53.52,-1016.8800000000001
85148,2023-12-15,Noida City Centre,Rajiv Chowk,1.33,66.15,54.59,18.0,Tourist Card,,11.560000000000002,208.08000000000004
124522,2023-02-03,Mandi House,Kalkaji Mandir,6.61,82.49,26.87,17.0,Smart Card,off-peak,55.61999999999999,945.5399999999998
13229,2022-04-30,Inderlok,Jasola Vihar,1.82,140.22,37.69,21.0,Smart Card,weekend,102.53,2153.13
11134,2024-01-14,Rajiv Chowk,Hauz Khas,7.9,121.88,64.81,16.0,Tourist Card,weekend,57.06999999999999,913.1199999999999
7493,2023-01-04,Central Secretariat,Mandi House,2.85,84.19,7.6,21.0,Tourist Card,maintenance,76.59,1608.39
134583,2023-04-29,Noida City Centre,Shivaji Park,2.57,59.82,108.36,20.0,Single,weekend,-48.54,-970.8
68555,2023-07-25,Kashmere Gate,Kalkaji Mandir,1.32,134.81,44.77,26.0,Smart Card,festival,90.03999999999999,2341.04
66842,2023-06-25,New Delhi,Mandi House,1.16,118.42,9.3,18.0,Smart Card,peak,109.12,1964.16
52387,2024-11-21,Rajiv Chowk,Chandni Chowk,2.98,68.19,91.4,25.0,Single,weekend,-23.210000000000008,-580.2500000000002
10694,2022-07-31,Model Town,Noida City Centre,2.85,101.81,102.37,13.0,Tourist Card,,-0.5600000000000023,-7.28000000000003
132901,2023-03-22,Central Secretariat,Dilshad Garden,4.5,11.51,85.92,18.0,Single,peak,-74.41,-1339.3799999999999
21004,2022-03-22,Kalkaji Mandir,Hauz Khas,6.9,26.74,110.76,25.0,Tourist Card,weekend,-84.02000000000001,-2100.5000000000005
139451,2024-11-09,Model Town,Shivaji Park,2.52,149.06,50.16,16.0,Smart Card,weekend,98.9,1582.4
68111,2023-11-28,Central Secretariat,Model Town,3.06,195.46,106.57,25.0,Tourist Card,peak,88.89000000000001,2222.2500000000005
24340,2023-11-29,Jasola Vihar,Laxmi Nagar,15.44,47.26,83.44,17.0,Smart Card,weekend,-36.18,-615.06
37984,2022-06-11,Model Town,Janakpuri West,5.54,141.87,104.76,20.0,Smart Card,,37.11,742.2
127074,2024-12-16,Mandi House,Rajouri Garden,5.88,24.52,98.4,16.0,Tourist Card,peak,-73.88000000000001,-1182.0800000000002
135637,2023-02-26,New Delhi,Model Town,5.54,170.0,63.94,23.0,Tourist Card,maintenance,106.06,2439.38
103830,2024-06-11,Hauz Khas,Dilshad Garden,8.6,176.77,95.56,23.0,Smart Card,peak,81.21000000000001,1867.8300000000002
57138,2023-07-09,Rajouri Garden,Noida City Centre,1.81,199.3,87.11,20.0,Single,maintenance,112.19000000000001,2243.8
30175,2023-03-30,Laxmi Nagar,Jasola Vihar,3.85,54.7,73.79,22.0,Smart Card,peak,-19.090000000000003,-419.9800000000001
71499,2023-07-01,Laxmi Nagar,Netaji Subhash Place,4.0,22.16,48.97,21.0,Single,maintenance,-26.81,-563.01
950,2023-10-17,Hauz Khas,Shivaji Park,3.73,25.5,94.48,23.0,Tourist Card,off-peak,-68.98,-1586.5400000000002
29756,2023-03-13,Kalkaji Mandir,Mandi House,6.5,35.36,104.46,20.0,Smart Card,festival,-69.1,-1382.0
108996,2024-05-14,Rajiv Chowk,Janakpuri West,1.54,117.27,60.47,19.0,Tourist Card,off-peak,56.8,1079.2
5492,2024-04-03,Rajiv Chowk,Rajiv Chowk,8.59,23.51,72.99,22.0,Single,weekend,-49.47999999999999,-1088.5599999999997
72293,2023-04-18,Kashmere Gate,Mandi House,7.78,89.61,37.12,22.0,Smart Card,weekend,52.49,1154.78
86836,2022-06-20,New Delhi,Kashmere Gate,4.71,48.11,92.51,20.0,Smart Card,off-peak,-44.400000000000006,-888.0000000000001
138012,2023-02-04,Jasola Vihar,Janakpuri West,1.22,122.66,82.67,33.0,Smart Card,festival,39.989999999999995,1319.6699999999998
14500,2023-05-10,Model Town,Noida City Centre,1.22,76.78,113.09,15.0,Tourist Card,,-36.31,-544.6500000000001
26204,2023-05-05,Dilshad Garden,AIIMS,12.4,80.34,92.52,15.0,Smart Card,off-peak,-12.179999999999993,-182.69999999999987
77616,2023-01-09,Rajiv Chowk,Old Delhi,11.54,107.55,52.67,21.0,Tourist Card,maintenance,54.879999999999995,1152.48
24846,2023-01-22,Model Town,Laxmi Nagar,2.02,127.29,36.32,15.0,Tourist Card,,90.97,1364.55
59494,2024-04-26,New Delhi,Kirti Nagar,3.55,23.35,118.02,20.0,Tourist Card,peak,-94.66999999999999,-1893.3999999999996
44033,2022-04-04,Laxmi Nagar,Jasola Vihar,2.34,93.58,58.66,22.0,Tourist Card,weekend,34.92,768.24
114112,2024-09-08,Rajiv Chowk,AIIMS,2.54,182.29,31.8,20.0,Smart Card,,150.48999999999998,3009.7999999999997
68985,2022-01-17,Rajouri Garden,Jasola Vihar,5.56,45.64,25.23,26.0,Tourist Card,festival,20.41,530.66
123139,2023-11-20,New Delhi,Rajiv Chowk,1.42,188.77,60.08,20.0,Tourist Card,,128.69,2573.8
149912,2022-06-15,Mandi House,Punjabi Bagh,9.91,57.27,5.96,22.0,Tourist Card,,51.31,1128.8200000000002
148383,2023-10-11,New Delhi,Pragati Maidan,16.5,175.1,83.27,12.0,Tourist Card,off-peak,91.83,1101.96
76988,2022-04-01,Mandi House,New Delhi,1.6,42.38,42.24,16.0,Tourist Card,festival,0.14000000000000057,2.240000000000009
99913,2023-06-02,Kashmere Gate,Model Town,6.46,88.46,9.84,14.0,Tourist Card,,78.61999999999999,1100.6799999999998
16108,2024-05-24,Aiims,Shivaji Park,1.95,14.12,101.66,26.0,Smart Card,off-peak,-87.53999999999999,-2276.04
9503,2023-09-02,Laxmi Nagar,Pragati Maidan,0.85,28.07,23.96,19.0,Tourist Card,maintenance,4.109999999999999,78.08999999999999
10871,2022-03-14,Aiims,Laxmi Nagar,0.51,79.8,42.05,25.0,Tourist Card,,37.75,943.75
57863,2022-06-12,Aiims,Old Delhi,17.96,102.7,98.25,29.0,Tourist Card,weekend,4.450000000000003,129.05000000000007
61113,2023-12-17,Jasola Vihar,Shivaji Park,1.18,135.12,35.03,17.0,Tourist Card,festival,100.09,1701.53
40012,2023-08-29,Jasola Vihar,New Delhi,3.84,41.8,19.47,20.0,Tourist Card,maintenance,22.33,446.59999999999997
20490,2022-09-09,Rajouri Garden,Old Delhi,7.09,104.63,64.88,26.0,Smart Card,festival,39.75,1033.5
77364,2024-04-03,Noida City Centre,Jasola Vihar,0.95,19.14,98.77,25.0,Tourist Card,,-79.63,-1990.75
5615,2023-04-07,Rajouri Garden,Old Delhi,1.18,56.3,18.15,21.0,Single,weekend,38.15,801.15
71708,2023-12-25,Mandi House,Chandni Chowk,3.05,197.42,30.25,20.0,Tourist Card,peak,167.17,3343.3999999999996
110430,2022-08-11,Rajiv Chowk,Laxmi Nagar,1.53,168.84,46.68,17.0,Tourist Card,off-peak,122.16,2076.72
66971,2023-09-13,Rajiv Chowk,Kashmere Gate,4.65,104.35,72.87,21.0,Smart Card,festival,31.47999999999999,661.0799999999998
103168,2022-04-18,Rajiv Chowk,Noida City Centre,5.92,105.7,39.02,16.0,Tourist Card,weekend,66.68,1066.88
58394,2024-08-15,Rajiv Chowk,Jasola Vihar,1.38,111.0,55.94,24.0,Tourist Card,off-peak,55.06,1321.44
47168,2024-06-18,New Delhi,Pragati Maidan,1.02,174.97,96.34,17.0,Smart Card,peak,78.63,1336.71
109111,2022-01-06,Inderlok,Rajiv Chowk,0.99,87.63,22.62,19.0,Tourist Card,off-peak,65.00999999999999,1235.1899999999998
26380,2022-03-23,Kashmere Gate,Chandni Chowk,1.27,68.52,80.84,27.0,Tourist Card,festival,-12.320000000000007,-332.6400000000002
62852,2023-10-21,New Delhi,Rajouri Garden,6.96,54.28,90.34,20.0,Tourist Card,festival,-36.06,-721.2
112813,2022-02-13,Model Town,AIIMS,1.74,23.29,24.49,14.0,Single,,-1.1999999999999993,-16.79999999999999
15839,2024-10-27,Hauz Khas,Laxmi Nagar,17.63,63.55,68.93,20.0,Smart Card,weekend,-5.38000000000001,-107.6000000000002
62517,2022-07-13,Chandni Chowk,Kalkaji Mandir,4.7,41.16,43.9,20.0,Tourist Card,maintenance,-2.740000000000002,-54.80000000000004
98437,2022-05-04,Mandi House,Model Town,5.05,152.24,118.17,30.0,Tourist Card,weekend,34.07000000000001,1022.1000000000003
109545,2023-04-09,Rajouri Garden,Janakpuri West,4.01,16.07,94.45,17.0,Single,maintenance,-78.38,-1332.46
32103,2023-07-30,Chandni Chowk,Pragati Maidan,5.26,140.62,75.05,20.0,Single,maintenance,65.57000000000001,1311.4
28202,2023-07-20,Rajiv Chowk,Pragati Maidan,5.41,72.06,29.23,19.0,Smart Card,off-peak,42.83,813.77
52640,2022-10-24,Aiims,Jasola Vihar,2.52,55.81,24.93,21.0,Single,peak,30.880000000000003,648.48
86739,2024-05-24,Noida City Centre,Central Secretariat,3.68,59.52,73.14,20.0,Smart Card,festival,-13.619999999999997,-272.4
13381,2022-04-02,Inderlok,Jasola Vihar,7.6,162.97,101.15,32.0,Tourist Card,weekend,61.81999999999999,1978.2399999999998
20591,2023-08-10,Inderlok,Jasola Vihar,5.05,74.57,32.95,17.0,Smart Card,weekend,41.61999999999999,707.5399999999998
6060,2024-06-29,Noida City Centre,Rajiv Chowk,0.85,38.62,93.89,23.0,Tourist Card,off-peak,-55.27,-1271.21
73283,2024-04-06,Janakpuri West,Rajiv Chowk,1.69,80.65,52.35,28.0,Single,peak,28.300000000000004,792.4000000000001
7848,2023-06-25,Chandni Chowk,Rajouri Garden,2.96,115.79,22.87,19.0,Tourist Card,off-peak,92.92,1765.48
114103,2022-09-25,Mandi House,Kashmere Gate,11.05,70.07,13.82,17.0,Tourist Card,festival,56.24999999999999,956.2499999999999
64067,2022-10-15,New Delhi,Rajiv Chowk,3.9,111.68,93.42,17.0,Smart Card,,18.260000000000005,310.4200000000001
147005,2023-06-24,Model Town,Jasola Vihar,9.12,134.48,89.16,26.0,Tourist Card,festival,45.31999999999999,1178.3199999999997
114481,2023-08-08,Rajiv Chowk,Hauz Khas,6.03,112.43,56.8,20.0,Single,festival,55.63000000000001,1112.6000000000001
83910,2023-05-31,Inderlok,Noida City Centre,1.34,125.87,116.05,24.0,Tourist Card,maintenance,9.820000000000007,235.68000000000018
101374,2024-09-10,Aiims,Old Delhi,13.22,106.15,118.69,19.0,Smart Card,maintenance,-12.539999999999992,-238.25999999999985
36931,2022-11-27,Chandni Chowk,Old Delhi,5.46,149.85,44.11,20.0,Tourist Card,maintenance,105.74,2114.7999999999997
50489,2022-01-26,Mandi House,Noida City Centre,2.49,67.48,78.76,18.0,Tourist Card,maintenance,-11.280000000000001,-203.04000000000002
14469,2023-10-03,Jasola Vihar,Kashmere Gate,7.81,99.34,39.94,22.0,Tourist Card,maintenance,59.400000000000006,1306.8000000000002
75079,2022-03-30,New Delhi,Dilshad Garden,2.92,37.14,66.56,16.0,Smart Card,peak,-29.42,-470.72
41661,2024-03-19,Central Secretariat,New Delhi,7.3,14.86,79.17,16.0,Tourist Card,weekend,-64.31,-1028.96
51286,2024-04-25,Mandi House,Chandni Chowk,1.61,27.79,11.99,16.0,Tourist Card,maintenance,15.799999999999999,252.79999999999998
136573,2023-06-25,Mandi House,Kashmere Gate,4.33,195.74,46.73,26.0,Smart Card,maintenance,149.01000000000002,3874.2600000000007
141622,2024-02-13,Rajiv Chowk,Barakhamba Road,1.75,136.02,17.64,17.0,Single,maintenance,118.38000000000001,2012.4600000000003
99945,2023-05-26,Rajouri Garden,Kirti Nagar,6.34,118.14,31.36,24.0,Tourist Card,,86.78,2082.7200000000003
73036,2023-12-30,Jasola Vihar,Netaji Subhash Place,3.33,12.62,62.93,15.0,Single,off-peak,-50.31,-754.6500000000001
105167,2024-01-12,Hauz Khas,Rajiv Chowk,7.18,174.58,50.44,22.0,Tourist Card,weekend,124.14000000000001,2731.0800000000004
57281,2023-10-20,Noida City Centre,Mandi House,3.74,43.84,91.13,16.0,Tourist Card,festival,-47.28999999999999,-756.6399999999999
105216,2022-07-02,Noida City Centre,AIIMS,6.9,166.41,29.73,30.0,Single,off-peak,136.68,4100.400000000001
101381,2024-01-10,Kashmere Gate,Rajiv Chowk,1.26,27.7,12.38,19.0,Tourist Card,maintenance,15.319999999999999,291.08
115961,2024-12-29,Kashmere Gate,AIIMS,5.19,79.57,58.8,22.0,Tourist Card,maintenance,20.769999999999996,456.93999999999994
3167,2024-10-12,Rajouri Garden,Janakpuri West,4.28,190.65,105.05,18.0,Tourist Card,festival,85.60000000000001,1540.8000000000002
39707,2022-04-26,Chandni Chowk,Rajouri Garden,2.18,182.08,101.32,22.0,Tourist Card,weekend,80.76000000000002,1776.7200000000005
95642,2023-07-25,Mandi House,Laxmi Nagar,10.35,100.72,116.08,16.0,Single,peak,-15.36,-245.76
121711,2022-03-29,Rajiv Chowk,Inderlok,7.83,29.03,58.89,21.0,Smart Card,festival,-29.86,-627.06
59437,2022-09-23,Laxmi Nagar,Kashmere Gate,10.65,180.13,116.59,23.0,Tourist Card,,63.53999999999999,1461.4199999999998
116508,2024-09-10,Rajiv Chowk,Inderlok,10.17,80.38,115.52,17.0,Tourist Card,peak,-35.14,-597.38
34413,2022-06-18,Rajiv Chowk,AIIMS,2.98,88.64,53.86,27.0,Single,peak,34.78,939.0600000000001
147041,2023-10-31,Rajiv Chowk,Pragati Maidan,0.55,46.39,50.73,30.0,Single,festival,-4.339999999999996,-130.19999999999987
81717,2023-06-22,Noida City Centre,Netaji Subhash Place,0.6,36.32,20.63,22.0,Tourist Card,festival,15.690000000000001,345.18
227,2024-12-01,Rajouri Garden,Old Delhi,4.28,103.01,33.82,19.0,Tourist Card,weekend,69.19,1314.61
23193,2022-10-25,Aiims,Noida City Centre,6.62,16.1,81.13,21.0,Tourist Card,,-65.03,-1365.63
67285,2023-12-03,Dilshad Garden,Old Delhi,1.37,184.87,55.99,17.0,Tourist Card,maintenance,128.88,2190.96
822,2022-01-06,Laxmi Nagar,Punjabi Bagh,0.68,104.73,39.77,16.0,Tourist Card,festival,64.96000000000001,1039.3600000000001
25883,2023-12-26,Noida City Centre,New Delhi,1.14,75.7,97.68,21.0,Tourist Card,weekend,-21.980000000000004,-461.5800000000001
101069,2022-01-13,Rajiv Chowk,Old Delhi,1.3,199.15,64.31,24.0,Single,festival,134.84,3236.16
42211,2023-08-24,Rajiv Chowk,AIIMS,3.34,54.89,89.71,21.0,Smart Card,maintenance,-34.81999999999999,-731.2199999999998
82731,2024-05-25,Mandi House,Netaji Subhash Place,4.12,61.73,29.01,28.0,Single,peak,32.72,916.16
74524,2022-09-03,Inderlok,Rajouri Garden,1.5,68.8,26.08,27.0,Tourist Card,peak,42.72,1153.44
94269,2022-02-16,Janakpuri West,New Delhi,3.83,48.53,54.62,19.0,Single,maintenance,-6.089999999999996,-115.70999999999992
44275,2022-07-18,Noida City Centre,Model Town,5.79,117.15,68.03,25.0,Tourist Card,festival,49.120000000000005,1228.0
87325,2022-09-09,Noida City Centre,Hauz Khas,2.15,178.46,68.82,18.0,Tourist Card,maintenance,109.64000000000001,1973.5200000000002
148331,2024-06-16,Inderlok,Laxmi Nagar,2.59,164.83,18.67,20.0,Tourist Card,weekend,146.16000000000003,2923.2000000000007
136765,2022-12-31,Rajiv Chowk,Chandni Chowk,1.19,182.66,89.6,17.0,Smart Card,,93.06,1582.02
120992,2024-06-06,Mandi House,Kalkaji Mandir,1.13,59.18,118.56,21.0,Tourist Card,weekend,-59.38,-1246.98
19142,2024-02-24,Chandni Chowk,Central Secretariat,3.12,81.44,90.06,31.0,Tourist Card,,-8.620000000000005,-267.22000000000014
119190,2023-06-29,Rajiv Chowk,Kalkaji Mandir,1.5,169.19,111.49,23.0,Tourist Card,peak,57.7,1327.1000000000001
148181,2024-05-12,Aiims,Chandni Chowk,2.56,148.91,7.89,20.0,Tourist Card,festival,141.02,2820.4
128765,2022-04-19,Inderlok,Kirti Nagar,9.41,33.04,53.14,13.0,Smart Card,,-20.1,-261.3
93112,2023-10-23,Rajouri Garden,Kirti Nagar,5.41,51.54,23.18,14.0,Tourist Card,peak,28.36,397.03999999999996
116461,2024-06-29,Noida City Centre,Kashmere Gate,1.98,188.29,89.27,21.0,Single,weekend,99.02,2079.42
127758,2022-09-02,Janakpuri West,Kalkaji Mandir,2.91,108.47,112.14,22.0,Single,weekend,-3.6700000000000017,-80.74000000000004
74828,2024-01-18,Rajiv Chowk,AIIMS,8.03,147.59,30.97,27.0,Tourist Card,festival,116.62,3148.7400000000002
142067,2023-02-26,Mandi House,Inderlok,7.34,103.48,83.54,12.0,Tourist Card,off-peak,19.939999999999998,239.27999999999997
118239,2022-09-28,Rajiv Chowk,Rajiv Chowk,4.69,104.35,97.78,27.0,Single,off-peak,6.569999999999993,177.38999999999982
